X,Y,OBJECTID,ROADSANDBOXID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,ROAD_SAND_BOX_NUM,ADDRESS,LOCATION,DATE_CHECKED,FILLED,STREET,CATEGORY,PUBLIC_ACCESS
-80.4290749427615,43.4323594056552,665,60124,2016/01/21 13:27:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 13:27:09+00,270,251 Thaler Ave,Beside driveway,1970/01/01 00:00:00+00,Y,THALER AVE,SAND,Y
-80.427829351411,43.4313338135281,666,60125,2016/01/21 13:27:26+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 13:27:26+00,303,15 Windom Rd,Beside driveway,1970/01/01 00:00:00+00,Y,WINDOM RD,SAND,Y
-80.4312806603551,43.4298136364367,667,60126,2016/01/21 13:28:55+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:28:55+00,187,95 Morgan Ave,Beside driveway,1970/01/01 00:00:00+00,Y,MORGAN AVE,SAND,Y
-80.4294577493005,43.4288818744859,668,60127,2016/01/21 13:29:25+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 13:29:25+00,188,141 Morgan Ave,Beside hydro pole,1970/01/01 00:00:00+00,Y,MORGAN AVE,SAND,Y
-80.426816775556,43.4280936254589,669,60128,2016/01/21 13:29:55+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:50:06+00,OPERATIONS,2016/01/21 13:29:55+00,189,214 Morgan Ave,On Pepperwood Cres by stop sign,1970/01/01 00:00:00+00,Y,MORGAN AVE,SAND,Y
-80.4152192175938,43.4249067725559,670,60129,2016/01/21 13:30:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:30:22+00,190,7 Morrison Rd,Beside driveway,1970/01/01 00:00:00+00,Y,MORRISON RD,SAND,Y
-80.4089442475838,43.4202764244366,671,60130,2016/01/21 13:31:30+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:31:30+00,223,River Bank Dr,Near railway tracks (on Honda side),1970/01/01 00:00:00+00,Y,RIVERBANK DR,SAND,Y
-80.4083732517706,43.4127858042541,672,60131,2016/01/21 13:32:12+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:32:12+00,107,64 Grand Hill Dr,In front of house,1970/01/01 00:00:00+00,Y,GRAND HILL DR,SAND,Y
-80.4061534641401,43.4126831055565,673,60132,2016/01/21 13:33:53+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:33:53+00,271,127 The Crestway,Across street,1970/01/01 00:00:00+00,Y,THE CRESTWAY,SAND,Y
-80.4049853880718,43.4120078583248,674,60133,2016/01/21 13:39:17+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:24:26+00,OPERATIONS,2016/01/21 13:39:17+00,272,17 The Kirksway,Near the hydro pole between #17 and #25,1970/01/01 00:00:00+00,Y,THE KIRKSWAY,SAND,Y
-80.3910631912594,43.4053259391884,675,60134,2016/01/21 13:39:51+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:39:51+00,60,Cressman Ave,By mailboxes,1970/01/01 00:00:00+00,Y,CRESSMAN AVE,SAND,Y
-80.3845376900936,43.4015660671805,676,60135,2016/01/21 13:40:16+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:40:16+00,160,85 Limerick Dr,Beside driveway,1970/01/01 00:00:00+00,Y,LIMERICK DR,SAND,Y
-80.3959819795666,43.4063295756788,677,60136,2016/01/21 13:41:37+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:41:37+00,208,Pioneer Tower Rd,Beside #11 at hydro pole,1970/01/01 00:00:00+00,Y,PIONEER TOWER RD,SAND,Y
-80.4282108365801,43.4156166033285,679,60138,2016/01/21 13:43:33+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:43:33+00,120,1018 Hidden Valley Rd,Across street,1970/01/01 00:00:00+00,Y,HIDDEN VALLEY RD,SAND,Y
-80.4268833216943,43.4152765715123,680,60139,2016/01/21 13:43:51+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:43:51+00,121,996 Hidden Valley Rd,Across street,1970/01/01 00:00:00+00,Y,HIDDEN VALLEY RD,SAND,Y
-80.4185927591301,43.4155752422549,681,60140,2016/01/21 13:44:21+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:44:21+00,122,730 Hidden Valley Rd,Across street,1970/01/01 00:00:00+00,Y,HIDDEN VALLEY RD,SAND,Y
-80.4187216548437,43.4179947550306,682,60141,2016/01/21 13:44:39+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:44:39+00,123,668 Hidden Valley Rd,Beside hydro pole,1970/01/01 00:00:00+00,Y,HIDDEN VALLEY RD,SAND,Y
-80.4292004200057,43.4235129966302,683,60142,2016/01/21 13:45:20+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 13:45:20+00,124,333 Hidden Valley Rd,Across street,1970/01/01 00:00:00+00,Y,HIDDEN VALLEY RD,SAND,Y
-80.4356885618764,43.4152910834051,684,60143,2016/01/21 13:46:40+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:46:40+00,2,131 Goodrich Dr,Goodrich Dr near Mulch bin,1970/01/01 00:00:00+00,Y,GOODRICH DR,SAND,Y
-80.4356943050558,43.4153250655788,685,60144,2016/01/21 13:46:48+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:46:48+00,1,131 Goodrich Dr,Goodrich Dr near Mulch bin,1970/01/01 00:00:00+00,Y,GOODRICH DR,SAND,Y
-80.439018514639,43.4075091057403,686,60145,2016/01/21 13:47:51+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:47:51+00,299,1036 Wilson Ave,Top of the hill at entrance to bush,1970/01/01 00:00:00+00,Y,WILSON AVE,SAND,Y
-80.4383173079806,43.4068665784598,687,60146,2016/01/21 13:50:27+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:50:27+00,300,1082 Wilson Ave,Close to driveways,1970/01/01 00:00:00+00,Y,WILSON AVE,SAND,Y
-80.4499464581416,43.4160322785681,688,60147,2016/01/21 13:51:03+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:51:03+00,53,Connor St,Beside hydro pole,1970/01/01 00:00:00+00,Y,CONNOR ST,SAND,Y
-80.4579794702721,43.4186370096579,690,60149,2016/01/21 13:53:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:53:31+00,17,61 Balzer Rd,Across from Rosen Metal Co Ltd,1970/01/01 00:00:00+00,Y,BALZER RD,SAND,Y
-80.4493304627667,43.4066510248385,691,60150,2016/01/21 13:53:56+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:53:56+00,237,45 Sasaga Dr,On Sasaga Dr beside 299 Manitou Dr,1970/01/01 00:00:00+00,Y,SASAGA DR,SAND,Y
-80.4419869864492,43.3990271527559,692,60151,2016/01/21 13:54:40+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:54:40+00,285,Van Horne Pl,On Van Horne Pl at stop sign,1970/01/01 00:00:00+00,Y,VAN HORNE PL,SAND,Y
-80.4399473120636,43.3976386513003,693,60152,2016/01/21 13:55:15+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:45:55+00,OPERATIONS,2016/01/21 13:55:15+00,84,209 Farrier Dr,On the park side,1970/01/01 00:00:00+00,Y,FARRIER DR,SAND,Y
-80.4408585554768,43.3976292677248,694,60153,2016/01/21 13:56:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 13:56:09+00,282,125 Upper Canada Dr,In front of house,1970/01/01 00:00:00+00,Y,UPPER CANADA DR,SAND,Y
-80.4462307269343,43.3972155919824,695,60154,2016/01/21 13:56:26+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 13:56:26+00,283,4 Upper Canada Dr,Beside hydro pole,1970/01/01 00:00:00+00,Y,UPPER CANADA DR,SAND,Y
-80.4381247895969,43.3945157648966,697,60156,2016/01/21 13:59:05+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 13:59:05+00,284,231 Upper Canada Dr,Across street,1970/01/01 00:00:00+00,Y,UPPER CANADA DR,SAND,Y
-80.4473906370953,43.3978866875601,698,60157,2016/01/21 14:00:01+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:00:01+00,71,601 Doon Village Rd,On Millwood Cres,1970/01/01 00:00:00+00,Y,DOON VILLAGE RD,SAND,Y
-80.453302481322,43.395861085034,699,60158,2016/01/21 14:00:25+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:00:25+00,92,50 Windy Ridge Pl,Across from 14 Windy Ridge Pl,1970/01/01 00:00:00+00,Y,WINDY RIDGE PL,SAND,Y
-80.4525687143037,43.3937494543644,700,60159,2016/01/21 14:05:29+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 14:05:29+00,36,28 Carlyle Dr,In park entrance beside trail,1970/01/01 00:00:00+00,Y,CARLYLE DR,SAND,Y
-80.4483077438061,43.3964458640475,701,60160,2016/01/21 14:05:57+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 14:05:57+00,115,12 Harcourt Cres,In front of house,1970/01/01 00:00:00+00,Y,HARCOURT CRES,SAND,Y
-80.4471521135543,43.3965523543886,702,60161,2016/01/21 14:06:10+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/21 14:06:10+00,185,193 Millwood Cres,In front of house,1970/01/01 00:00:00+00,Y,MILLWOOD CRES,SAND,Y
-80.4457681513171,43.395020563286,703,60162,2016/01/21 14:07:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:07:22+00,72,689 Doon Village Rd,Beside hydro pole on Doon Village Rd,1970/01/01 00:00:00+00,Y,DOON VILLAGE RD,SAND,Y
-80.4472912093594,43.3944084448015,705,60164,2016/01/21 14:08:07+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:08:07+00,289,7 Vintage Cres,In front of house,1970/01/01 00:00:00+00,Y,VINTAGE CRES,SAND,Y
-80.447960833225,43.3908374707713,706,60165,2016/01/21 14:08:29+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:54:39+00,OPERATIONS,2016/01/21 14:08:29+00,297,139 Wheatfield Cres,Beside hydro pole,1970/01/01 00:00:00+00,Y,WHEATFIELD CRES,SAND,Y
-80.4454619523447,43.3891812718029,707,60166,2016/01/21 14:08:50+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 14:08:50+00,234,24 Sabrina Cres,At side of house - Across from #11,1970/01/01 00:00:00+00,Y,SABRINA CRES,SAND,Y
-80.4410694202718,43.3906576869424,708,60167,2016/01/21 14:09:21+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:09:21+00,52,8 Cobblestone St,In front of house,1970/01/01 00:00:00+00,Y,COBBLESTONE ST,SAND,Y
-80.4403962950072,43.3915931855359,709,60168,2016/01/21 14:09:45+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:09:45+00,73,883 Doon Village Rd,At crosswalk,1970/01/01 00:00:00+00,Y,DOON VILLAGE RD,SAND,Y
-80.4382352229993,43.3927756256962,710,60170,2016/01/21 14:18:07+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 14:18:07+00,21,15 Bechtel Dr,In front of school,1970/01/01 00:00:00+00,Y,BECHTEL DR,SAND,Y
-80.4325756324947,43.4002717085947,712,60172,2016/01/21 14:20:08+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 14:20:08+00,109,15 Green Valley Dr,Near entrance,1970/01/01 00:00:00+00,Y,GREEN VALLEY DR,SAND,Y
-80.4258777802957,43.3961179535761,713,60173,2016/01/21 14:20:34+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:45:55+00,OPERATIONS,2016/01/21 14:20:34+00,110,206 Green Valley Dr,Near driveway,1970/01/01 00:00:00+00,Y,GREEN VALLEY DR,SAND,Y
-80.4192227520502,43.3951611822781,714,60174,2016/01/21 14:20:59+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:20:59+00,182,488 Mill Park Dr,On blvd near Old Mill Rd,1970/01/01 00:00:00+00,Y,MILL PARK DR,SAND,Y
-80.417526331016,43.3943526890521,715,60175,2016/01/21 14:21:20+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:21:20+00,226,50 Roos St,Beside 1774 Old Mill Rd,1970/01/01 00:00:00+00,Y,ROOS ST,SAND,Y
-80.4170732410018,43.3950311387416,716,60176,2016/01/21 14:21:33+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:21:33+00,227,50 Roos St,Beside driveway,1970/01/01 00:00:00+00,Y,ROOS ST,SAND,Y
-80.4147752593554,43.3854634466926,717,60177,2016/01/21 14:22:00+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 14:22:00+00,131,2400 Homer Watson Blvd,On Pinnacle Dr just past TSC,1970/01/01 00:00:00+00,Y,HOMER WATSON BLVD,SAND,Y
-80.4154375807196,43.3836216514378,718,60178,2016/01/21 14:22:46+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:22:46+00,203,389 Pinnacle Dr,By first entrance,1970/01/01 00:00:00+00,Y,PINNACLE DR,SAND,Y
-80.4144823178486,43.3803375262553,719,60179,2016/01/21 14:23:03+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:23:03+00,204,422 Pinnacle Dr,At the crosswalk,1970/01/01 00:00:00+00,Y,PINNACLE DR,SAND,Y
-80.4162420052263,43.3802007603411,720,60180,2016/01/21 14:24:10+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 14:24:10+00,93,31 Woodcrest Crt,On Hill,1970/01/01 00:00:00+00,Y,WOODCREST CRT,SAND,Y
-80.4198681751259,43.388267148472,721,60181,2016/01/21 14:24:33+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 14:24:33+00,74,1419 Doon Village Rd,At corner by stop sign,1970/01/01 00:00:00+00,Y,DOON VILLAGE RD,SAND,Y
-80.431075579156,43.3877392462369,722,60183,2016/01/21 14:25:12+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:50:06+00,OPERATIONS,2016/01/21 14:25:12+00,199,23 Oregon Dr,Last house at lane,1970/01/01 00:00:00+00,Y,OREGON DR,SAND,Y
-80.4368974412671,43.3878750205622,723,60184,2016/01/21 14:26:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:26:22+00,273,Tilt Dr,On Tilt Dr before stop sign,1970/01/01 00:00:00+00,Y,TILT DR,SAND,Y
-80.434734591634,43.387035885866,724,60185,2016/01/21 14:26:47+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/21 14:26:47+00,12,2 Apple Ridge Dr,Across from 234 Doon Mills Dr,1970/01/01 00:00:00+00,Y,APPLE RIDGE DR,SAND,Y
-80.4329917582198,43.3849356066676,725,60186,2016/01/21 14:38:54+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:38:54+00,13,909 Armenian Crt,Across from 912 Armenian Crt,1970/01/01 00:00:00+00,Y,ARMENIAN CRT,SAND,Y
-80.4335795656423,43.3837983406197,726,60187,2016/01/21 14:39:39+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:39:39+00,86,33 Fischer Crt,Across from 30 Fischer Crt,1970/01/01 00:00:00+00,Y,FISCHER CRT,SAND,Y
-80.4282226092897,43.3775631363593,727,60188,2016/01/21 14:40:00+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:40:00+00,173,Marigold Crt,Across from 905 Marigold Crt,1970/01/01 00:00:00+00,Y,MARIGOLD CRT,SAND,Y
-80.4293146796907,43.3782050170165,728,60189,2016/01/21 14:40:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:40:31+00,276,552 Topper Woods Cres,Beside light pole,1970/01/01 00:00:00+00,Y,TOPPER WOODS CRES,SAND,Y
-80.4565361834315,43.3733941309148,729,60190,2016/01/21 14:41:16+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:41:16+00,218,Reidel Dr,At bend,1970/01/01 00:00:00+00,Y,REIDEL DR,SAND,Y
-80.4516132409826,43.3816111483392,730,60191,2016/01/21 14:41:36+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:54:39+00,OPERATIONS,2016/01/21 14:41:36+00,43,135 Chapel Hill Dr,In front of house,1970/01/01 00:00:00+00,Y,CHAPEL HILL DR,SAND,Y
-80.4500121470314,43.380682093091,731,60192,2016/01/21 14:41:51+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 14:41:51+00,259,25 Stafford Ln,Across from 16 Stafford Lane,1970/01/01 00:00:00+00,Y,STAFFORD LANE,SAND,Y
-80.4499118490684,43.3842601520879,732,60193,2016/01/21 14:42:14+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 14:42:14+00,79,110 Evenstone Ave,In front of house,1970/01/01 00:00:00+00,Y,EVENSTONE AVE,SAND,Y
-80.451609732713,43.3827840863578,733,60194,2016/01/21 14:43:06+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 14:43:06+00,44,80 Chapel Hill Dr,On Evenstone Ave,1970/01/01 00:00:00+00,Y,CHAPEL HILL DR,SAND,Y
-80.4526655750979,43.382268477462,734,60195,2016/01/21 14:45:00+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 14:45:00+00,80,10 Evenstone Ave,In front of house,1970/01/01 00:00:00+00,Y,EVENSTONE AVE,SAND,Y
-80.4550710127869,43.3863766016153,735,60196,2016/01/21 14:45:35+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 14:45:35+00,39,11 Caryndale Dr,Across from Robertson Cres,1970/01/01 00:00:00+00,Y,CARYNDALE DR,SAND,Y
-80.4547699381728,43.3864561239128,736,60197,2016/01/21 14:45:52+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:54:39+00,OPERATIONS,2016/01/21 14:45:52+00,40,14 Caryndale Dr,On Robertson Cres side,1970/01/01 00:00:00+00,Y,CARYNDALE DR,SAND,Y
